Date-time,Day of year,Hour of day,F10.7 index (sfu),Solar wind speed (km/s),Bz index (nT),Dst index (nT),VTEC 10E 40N (TECU)
2019-04-29 20:00:00,119,20,67.9,341,-1.5,-9,13.6
2019-04-29 21:00:00,119,21,67.9,340,-1.4,-9,12.3
2019-04-29 22:00:00,119,22,67.9,341,-1.3,-7,10.1
2019-04-29 23:00:00,119,23,67.9,328,-2.0,-6,8.5
2019-04-30 00:00:00,120,0,69.5,323,-3.1,-6,7.0
2019-04-30 01:00:00,120,1,69.5,323,-3.1,-6,6.4
2019-04-30 02:00:00,120,2,69.5,326,-2.9,-7,6.3
2019-04-30 03:00:00,120,3,69.5,324,-3.2,-9,6.5
2019-04-30 04:00:00,120,4,69.5,322,-3.3,-8,5.9
2019-04-30 05:00:00,120,5,69.5,317,-2.2,-9,8.4
2019-04-30 06:00:00,120,6,69.5,314,-1.5,-7,10.6
2019-04-30 07:00:00,120,7,69.5,304,-0.7,-4,11.2
2019-04-30 08:00:00,120,8,69.5,303,0.7,-2,12.8
2019-04-30 09:00:00,120,9,69.5,305,-0.9,0,13.1
2019-04-30 10:00:00,120,10,69.5,302,-1.1,2,12.1
2019-04-30 11:00:00,120,11,69.5,308,-0.5,2,12.4
2019-04-30 12:00:00,120,12,69.5,318,-2.2,0,12.8
2019-04-30 13:00:00,120,13,69.5,325,-3.5,-2,13.1
2019-04-30 14:00:00,120,14,69.5,318,-2.9,-4,13.7
2019-04-30 15:00:00,120,15,69.5,317,-1.4,-6,13.7
2019-04-30 16:00:00,120,16,69.5,313,-0.6,-7,13.9
2019-04-30 17:00:00,120,17,69.5,317,0.2,-5,15.8
2019-04-30 18:00:00,120,18,69.5,321,-1.9,-4,16.7
2019-04-30 19:00:00,120,19,69.5,320,-2.4,-5,15.5
2019-04-30 20:00:00,120,20,69.5,319,-2.4,-4,15.3
2019-04-30 21:00:00,120,21,69.5,318,2.4,-3,12.9
2019-04-30 22:00:00,120,22,69.5,312,2.7,2,10.1
2019-04-30 23:00:00,120,23,69.5,314,1.8,7,8.1
2019-05-01 00:00:00,121,0,68.7,311,2.0,14,7.1
2019-05-01 01:00:00,121,1,68.7,306,-2.6,12,6.3
2019-05-01 02:00:00,121,2,68.7,310,-2.1,9,6.3
2019-05-01 03:00:00,121,3,68.7,314,-3.6,2,6.0
2019-05-01 04:00:00,121,4,68.7,334,-0.6,-4,5.6
2019-05-01 05:00:00,121,5,68.7,336,0.1,-4,8.1
2019-05-01 06:00:00,121,6,68.7,323,-1.8,-1,9.9
2019-05-01 07:00:00,121,7,68.7,337,-1.2,-1,10.5
2019-05-01 08:00:00,121,8,68.7,338,-3.8,0,11.7
2019-05-01 09:00:00,121,9,68.7,331,-2.9,-4,11.2
2019-05-01 10:00:00,121,10,68.7,328,-1.4,-5,10.6
2019-05-01 11:00:00,121,11,68.7,346,-0.6,-3,11.1
2019-05-01 12:00:00,121,12,68.7,354,1.8,5,12.9
2019-05-01 13:00:00,121,13,68.7,336,-1.2,6,13.5
2019-05-01 14:00:00,121,14,68.7,347,-0.8,6,14.6
2019-05-01 15:00:00,121,15,68.7,373,-1.7,4,15.3
2019-05-01 16:00:00,121,16,68.7,381,3.0,8,15.3
2019-05-01 17:00:00,121,17,68.7,397,-4.3,7,16.8
2019-05-01 18:00:00,121,18,68.7,414,-2.8,-1,15.7
2019-05-01 19:00:00,121,19,68.7,426,-4.6,-8,12.9
2019-05-01 20:00:00,121,20,68.7,454,-4.2,-19,10.4
2019-05-01 21:00:00,121,21,68.7,472,-0.3,-19,9.0
2019-05-01 22:00:00,121,22,68.7,475,-4.3,-7,7.8
2019-05-01 23:00:00,121,23,68.7,476,-2.5,-6,7.3
2019-05-02 00:00:00,122,0,70.3,495,-1.3,-6,6.4
2019-05-02 01:00:00,122,1,70.3,484,-3.1,-7,5.7
2019-05-02 02:00:00,122,2,70.3,493,-3.1,-11,5.5
2019-05-02 03:00:00,122,3,70.3,512,-2.7,-22,5.3
2019-05-02 04:00:00,122,4,70.3,554,-1.4,-29,4.9
2019-05-02 05:00:00,122,5,70.3,560,1.3,-22,7.0
2019-05-02 06:00:00,122,6,70.3,550,0.2,-16,8.7
2019-05-02 07:00:00,122,7,70.3,557,-0.7,-13,9.3
2019-05-02 08:00:00,122,8,70.3,569,-1.8,-13,11.1
2019-05-02 09:00:00,122,9,70.3,569,-1.4,-12,11.3
2019-05-02 10:00:00,122,10,70.3,550,-1.1,-12,10.5
2019-05-02 11:00:00,122,11,70.3,553,-0.5,-12,11.2
2019-05-02 12:00:00,122,12,70.3,539,-0.5,-9,12.5
2019-05-02 13:00:00,122,13,70.3,539,-1.2,-9,13.6
2019-05-02 14:00:00,122,14,70.3,525,-1.2,-14,14.4
2019-05-02 15:00:00,122,15,70.3,514,0.8,-15,13.6
2019-05-02 16:00:00,122,16,70.3,551,0.8,-10,12.8
2019-05-02 17:00:00,122,17,70.3,536,-2.6,-11,13.5
2019-05-02 18:00:00,122,18,70.3,498,-0.7,-13,13.1
2019-05-02 19:00:00,122,19,70.3,515,0.9,-10,12.1
2019-05-02 20:00:00,122,20,70.3,509,0.6,-7,11.4
2019-05-02 21:00:00,122,21,70.3,501,-0.2,-4,10.4
2019-05-02 22:00:00,122,22,70.3,483,-1.4,-2,8.9
2019-05-02 23:00:00,122,23,70.3,478,-1.2,-6,8.0
2019-05-03 00:00:00,123,0,70.9,466,-1.9,-7,7.0
2019-05-03 01:00:00,123,1,70.9,466,-3.0,-10,6.4
2019-05-03 02:00:00,123,2,70.9,452,-2.9,-15,6.2
2019-05-03 03:00:00,123,3,70.9,441,-2.9,-17,5.7
2019-05-03 04:00:00,123,4,70.9,438,-2.4,-17,5.1
2019-05-03 05:00:00,123,5,70.9,431,-1.5,-16,7.2
2019-05-03 06:00:00,123,6,70.9,446,-1.4,-13,8.8
2019-05-03 07:00:00,123,7,70.9,444,-2.5,-13,9.7
2019-05-03 08:00:00,123,8,70.9,440,-1.9,-12,11.1
2019-05-03 09:00:00,123,9,70.9,435,-1.7,-12,12.0
2019-05-03 10:00:00,123,10,70.9,432,-0.9,-12,12.5
2019-05-03 11:00:00,123,11,70.9,413,-1.8,-11,14.1
2019-05-03 12:00:00,123,12,70.9,403,-0.8,-8,14.6
2019-05-03 13:00:00,123,13,70.9,402,0.2,-5,14.4
2019-05-03 14:00:00,123,14,70.9,401,-0.6,-7,15.0
2019-05-03 15:00:00,123,15,70.9,383,0.2,-6,14.1
2019-05-03 16:00:00,123,16,70.9,380,-0.9,-3,14.1
2019-05-03 17:00:00,123,17,70.9,370,0.0,-2,15.1
2019-05-03 18:00:00,123,18,70.9,383,0.8,-1,14.5
2019-05-03 19:00:00,123,19,70.9,387,-0.2,-4,13.6
2019-05-03 20:00:00,123,20,70.9,397,-1.3,-7,12.5
2019-05-03 21:00:00,123,21,70.9,406,-3.5,-6,10.0
2019-05-03 22:00:00,123,22,70.9,404,0.4,-8,8.1
2019-05-03 23:00:00,123,23,70.9,399,2.6,-10,7.1
2019-05-04 00:00:00,124,0,73.5,392,3.1,-7,6.4
2019-05-04 01:00:00,124,1,73.5,400,4.2,-1,5.9
2019-05-04 02:00:00,124,2,73.5,392,5.7,3,5.6
2019-05-04 03:00:00,124,3,73.5,408,-1.1,3,5.2
2019-05-04 04:00:00,124,4,73.5,405,2.6,-1,5.0
2019-05-04 05:00:00,124,5,73.5,420,-2.7,-2,7.1
2019-05-04 06:00:00,124,6,73.5,424,-2.8,-6,9.4
2019-05-04 07:00:00,124,7,73.5,462,-3.3,-15,11.5
2019-05-04 08:00:00,124,8,73.5,458,-2.7,-21,13.6
2019-05-04 09:00:00,124,9,73.5,455,-2.4,-22,16.0
2019-05-04 10:00:00,124,10,73.5,461,0.8,-14,18.0
2019-05-04 11:00:00,124,11,73.5,472,0.2,-9,16.2
2019-05-04 12:00:00,124,12,73.5,483,0.9,-8,15.4
2019-05-04 13:00:00,124,13,73.5,487,-0.6,-8,16.1
2019-05-04 14:00:00,124,14,73.5,490,-4.1,-11,13.4
2019-05-04 15:00:00,124,15,73.5,484,0.5,-15,12.9
2019-05-04 16:00:00,124,16,73.5,498,0.0,-14,13.9
2019-05-04 17:00:00,124,17,73.5,505,-0.4,-13,16.2
2019-05-04 18:00:00,124,18,73.5,502,-2.2,-15,17.7
2019-05-04 19:00:00,124,19,73.5,492,1.7,-16,17.3
2019-05-04 20:00:00,124,20,73.5,496,0.1,-15,16.5
2019-05-04 21:00:00,124,21,73.5,498,-0.8,-15,12.5
2019-05-04 22:00:00,124,22,73.5,496,-1.0,-17,8.5
2019-05-04 23:00:00,124,23,73.5,480,-1.0,-19,6.9
2019-05-05 00:00:00,125,0,74.7,479,-1.4,-17,6.3
2019-05-05 01:00:00,125,1,74.7,467,-1.4,-12,6.0
2019-05-05 02:00:00,125,2,74.7,463,-1.0,-9,6.4
2019-05-05 03:00:00,125,3,74.7,456,-0.6,-9,6.4
2019-05-05 04:00:00,125,4,74.7,455,-0.4,-9,5.6
2019-05-05 05:00:00,125,5,74.7,456,0.2,-9,8.3
2019-05-05 06:00:00,125,6,74.7,447,0.7,-9,9.8
2019-05-05 07:00:00,125,7,74.7,438,0.9,-9,10.6
2019-05-05 08:00:00,125,8,74.7,434,1.4,-10,11.2
2019-05-05 09:00:00,125,9,74.7,422,1.0,-9,11.2
2019-05-05 10:00:00,125,10,74.7,426,1.5,-8,11.8
2019-05-05 11:00:00,125,11,74.7,433,0.3,-6,12.6
2019-05-05 12:00:00,125,12,74.7,424,0.7,-6,12.8
2019-05-05 13:00:00,125,13,74.7,438,-1.0,-6,12.8
2019-05-05 14:00:00,125,14,74.7,429,-0.2,-7,12.9
2019-05-05 15:00:00,125,15,74.7,429,0.8,-5,12.1
2019-05-05 16:00:00,125,16,74.7,420,0.5,-4,12.8
2019-05-05 17:00:00,125,17,74.7,414,0.0,-4,14.1
2019-05-05 18:00:00,125,18,74.7,405,1.8,-5,14.1
2019-05-05 19:00:00,125,19,74.7,399,-0.2,-4,12.8
2019-05-05 20:00:00,125,20,74.7,383,0.4,-3,11.1
2019-05-05 21:00:00,125,21,74.7,386,-1.5,-2,9.7
2019-05-05 22:00:00,125,22,74.7,378,-1.2,-4,8.9
2019-05-05 23:00:00,125,23,74.7,363,0.0,-6,7.9
2019-05-06 00:00:00,126,0,77.3,351,-0.3,-6,6.9
2019-05-06 01:00:00,126,1,77.3,361,-0.9,-2,6.6
2019-05-06 02:00:00,126,2,77.3,362,-0.2,-1,6.5
2019-05-06 03:00:00,126,3,77.3,377,-0.5,-4,6.2
2019-05-06 04:00:00,126,4,77.3,376,0.8,-6,6.1
2019-05-06 05:00:00,126,5,77.3,370,2.5,-6,8.8
2019-05-06 06:00:00,126,6,77.3,368,1.6,-3,10.5
2019-05-06 07:00:00,126,7,77.3,366,1.2,-2,10.9
2019-05-06 08:00:00,126,8,77.3,361,0.3,0,11.8
2019-05-06 09:00:00,126,9,77.3,364,-1.7,2,12.7
2019-05-06 10:00:00,126,10,77.3,376,-0.3,1,14.0
2019-05-06 11:00:00,126,11,77.3,369,1.0,-1,14.8
2019-05-06 12:00:00,126,12,77.3,384,-1.4,-2,14.8
2019-05-06 13:00:00,126,13,77.3,383,-1.5,-1,14.6
2019-05-06 14:00:00,126,14,77.3,378,-1.0,-3,14.8
2019-05-06 15:00:00,126,15,77.3,375,-1.2,-1,13.9
2019-05-06 16:00:00,126,16,77.3,373,-2.5,-3,13.7
2019-05-06 17:00:00,126,17,77.3,369,-2.4,-7,13.7
2019-05-06 18:00:00,126,18,77.3,361,-0.6,-8,14.0
2019-05-06 19:00:00,126,19,77.3,353,-0.4,-8,14.4
2019-05-06 20:00:00,126,20,77.3,350,-1.7,-7,13.9
2019-05-06 21:00:00,126,21,77.3,354,-3.3,-10,11.8
2019-05-06 22:00:00,126,22,77.3,330,-1.2,-13,10.9
2019-05-06 23:00:00,126,23,77.3,333,1.3,-8,9.4
2019-05-07 00:00:00,127,0,80.1,361,-1.7,-2,8.3
2019-05-07 01:00:00,127,1,80.1,359,0.4,-1,7.2
2019-05-07 02:00:00,127,2,80.1,356,-0.1,-1,6.8
2019-05-07 03:00:00,127,3,80.1,365,-1.5,-1,5.9
2019-05-07 04:00:00,127,4,80.1,358,-0.7,-6,5.4
2019-05-07 05:00:00,127,5,80.1,351,0.4,-7,7.3
2019-05-07 06:00:00,127,6,80.1,355,2.0,-7,9.2
2019-05-07 07:00:00,127,7,80.1,355,1.8,-5,10.8
2019-05-07 08:00:00,127,8,80.1,351,2.0,-2,13.0
2019-05-07 09:00:00,127,9,80.1,346,1.0,-2,15.4
2019-05-07 10:00:00,127,10,80.1,349,1.0,-1,16.3
2019-05-07 11:00:00,127,11,80.1,363,-0.4,-1,15.3
2019-05-07 12:00:00,127,12,80.1,355,-0.9,-1,14.9
2019-05-07 13:00:00,127,13,80.1,356,-1.8,1,13.9
2019-05-07 14:00:00,127,14,80.1,337,-2.3,-3,12.5
2019-05-07 15:00:00,127,15,80.1,329,-1.6,-5,12.0
2019-05-07 16:00:00,127,16,80.1,328,-1.2,-5,12.5
2019-05-07 17:00:00,127,17,80.1,346,-1.6,-3,13.0
2019-05-07 18:00:00,127,18,80.1,357,-1.1,-2,13.3
2019-05-07 19:00:00,127,19,80.1,350,-0.2,-4,12.7
2019-05-07 20:00:00,127,20,80.1,351,1.5,-1,11.6
2019-05-07 21:00:00,127,21,80.1,349,0.5,1,10.1
2019-05-07 22:00:00,127,22,80.1,348,-0.5,0,9.2
2019-05-07 23:00:00,127,23,80.1,343,-0.6,-2,7.8
2019-05-08 00:00:00,128,0,76.8,341,-0.6,0,6.9
2019-05-08 01:00:00,128,1,76.8,339,-0.1,5,6.8
2019-05-08 02:00:00,128,2,76.8,338,0.2,9,6.8
2019-05-08 03:00:00,128,3,76.8,337,0.3,8,6.2
2019-05-08 04:00:00,128,4,76.8,338,0.4,5,5.4
2019-05-08 05:00:00,128,5,76.8,335,0.7,5,7.8
2019-05-08 06:00:00,128,6,76.8,332,1.0,6,9.4
2019-05-08 07:00:00,128,7,76.8,332,1.4,7,10.5
2019-05-08 08:00:00,128,8,76.8,334,2.1,8,11.8
2019-05-08 09:00:00,128,9,76.8,330,1.9,7,12.6
2019-05-08 10:00:00,128,10,76.8,327,1.7,6,12.9
2019-05-08 11:00:00,128,11,76.8,325,1.6,7,12.9
2019-05-08 12:00:00,128,12,76.8,326,1.2,9,12.7
2019-05-08 13:00:00,128,13,76.8,326,1.3,10,12.6
2019-05-08 14:00:00,128,14,76.8,326,1.3,10,13.0
2019-05-08 15:00:00,128,15,76.8,323,1.3,10,13.1
2019-05-08 16:00:00,128,16,76.8,322,1.0,10,13.8
2019-05-08 17:00:00,128,17,76.8,321,0.6,11,14.4
2019-05-08 18:00:00,128,18,76.8,323,1.4,10,13.6
2019-05-08 19:00:00,128,19,76.8,320,1.5,13,12.5
2019-05-08 20:00:00,128,20,76.8,317,1.4,14,11.0
2019-05-08 21:00:00,128,21,76.8,315,1.2,12,9.5
2019-05-08 22:00:00,128,22,76.8,317,-0.5,7,8.8
2019-05-08 23:00:00,128,23,76.8,311,-0.2,7,7.4
2019-05-09 00:00:00,129,0,77.7,309,-0.6,11,6.8
2019-05-09 01:00:00,129,1,77.7,313,-0.2,14,6.4
2019-05-09 02:00:00,129,2,77.7,313,-0.3,13,6.4
2019-05-09 03:00:00,129,3,77.7,313,-0.1,13,5.7
2019-05-09 04:00:00,129,4,77.7,314,-0.5,14,5.8
2019-05-09 05:00:00,129,5,77.7,320,0.0,18,8.3
2019-05-09 06:00:00,129,6,77.7,323,-1.6,15,9.6
2019-05-09 07:00:00,129,7,77.7,326,-4.4,10,11.5
2019-05-09 08:00:00,129,8,77.7,330,-0.9,7,13.8
2019-05-09 09:00:00,129,9,77.7,347,-3.2,7,15.3
2019-05-09 10:00:00,129,10,77.7,348,0.7,4,15.9
2019-05-09 11:00:00,129,11,77.7,350,3.3,5,17.2
2019-05-09 12:00:00,129,12,77.7,359,2.0,7,19.4
2019-05-09 13:00:00,129,13,77.7,367,-0.6,10,20.7
2019-05-09 14:00:00,129,14,77.7,363,1.3,8,17.6
2019-05-09 15:00:00,129,15,77.7,371,-0.6,8,14.7
2019-05-09 16:00:00,129,16,77.7,375,-0.1,7,14.7
2019-05-09 17:00:00,129,17,77.7,376,0.4,4,12.9
2019-05-09 18:00:00,129,18,77.7,373,-0.7,0,12.2
2019-05-09 19:00:00,129,19,77.7,377,-0.5,-2,12.7
2019-05-09 20:00:00,129,20,77.7,379,0.3,-2,12.8
2019-05-09 21:00:00,129,21,77.7,375,-2.5,-1,11.6
2019-05-09 22:00:00,129,22,77.7,374,-2.8,-4,10.2
2019-05-09 23:00:00,129,23,77.7,370,-2.0,-5,7.8
2019-05-10 00:00:00,130,0,77.8,375,-3.1,-7,7.0
2019-05-10 01:00:00,130,1,77.8,366,-1.3,-6,6.8
2019-05-10 02:00:00,130,2,77.8,369,-1.9,-6,7.0
2019-05-10 03:00:00,130,3,77.8,359,-1.5,-7,6.3
2019-05-10 04:00:00,130,4,77.8,359,-1.4,-7,6.1
2019-05-10 05:00:00,130,5,77.8,361,-1.8,-7,8.1
2019-05-10 06:00:00,130,6,77.8,361,-1.9,-6,9.2
2019-05-10 07:00:00,130,7,77.8,363,-1.6,-7,10.7
2019-05-10 08:00:00,130,8,77.8,356,-1.1,-8,11.8
2019-05-10 09:00:00,130,9,77.8,350,-0.6,-5,12.7
2019-05-10 10:00:00,130,10,77.8,345,-0.3,-3,14.8
2019-05-10 11:00:00,130,11,77.8,349,-0.6,0,15.3
2019-05-10 12:00:00,130,12,77.8,350,-0.5,3,14.4
2019-05-10 13:00:00,130,13,77.8,343,0.1,3,15.5
2019-05-10 14:00:00,130,14,77.8,343,-2.4,2,16.4
2019-05-10 15:00:00,130,15,77.8,340,-1.4,1,16.3
2019-05-10 16:00:00,130,16,77.8,337,0.0,2,15.4
2019-05-10 17:00:00,130,17,77.8,337,-2.2,4,15.2
2019-05-10 18:00:00,130,18,77.8,373,-1.6,13,15.5
2019-05-10 19:00:00,130,19,77.8,380,-1.8,8,16.0
2019-05-10 20:00:00,130,20,77.8,358,1.8,0,14.2
2019-05-10 21:00:00,130,21,77.8,344,-1.5,-2,11.6
2019-05-10 22:00:00,130,22,77.8,349,-6.1,-5,10.5
2019-05-10 23:00:00,130,23,77.8,359,-6.3,-14,8.6
2019-05-11 00:00:00,131,0,79.5,356,-6.6,-25,7.8
2019-05-11 01:00:00,131,1,79.5,364,-8.6,-31,7.6
2019-05-11 02:00:00,131,2,79.5,363,-6.5,-35,7.5
2019-05-11 03:00:00,131,3,79.5,359,-4.2,-34,6.7
2019-05-11 04:00:00,131,4,79.5,359,0.1,-32,6.9
2019-05-11 05:00:00,131,5,79.5,355,1.2,-24,9.9
2019-05-11 06:00:00,131,6,79.5,354,-0.5,-21,10.8
2019-05-11 07:00:00,131,7,79.5,355,-5.2,-26,12.7
2019-05-11 08:00:00,131,8,79.5,349,-9.9,-39,14.6
2019-05-11 09:00:00,131,9,79.5,352,-9.8,-41,13.9
2019-05-11 10:00:00,131,10,79.5,353,-9.5,-40,15.0
2019-05-11 11:00:00,131,11,79.5,353,-9.7,-39,17.4
2019-05-11 12:00:00,131,12,79.5,355,-8.5,-32,19.1
2019-05-11 13:00:00,131,13,79.5,353,-8.6,-35,20.4
2019-05-11 14:00:00,131,14,79.5,349,-7.8,-40,19.8
2019-05-11 15:00:00,131,15,79.5,348,-7.5,-48,15.5
2019-05-11 16:00:00,131,16,79.5,346,-6.1,-46,16.1
2019-05-11 17:00:00,131,17,79.5,349,-4.0,-43,14.7
2019-05-11 18:00:00,131,18,79.5,353,-5.8,-44,13.1
2019-05-11 19:00:00,131,19,79.5,358,-6.5,-47,14.2
2019-05-11 20:00:00,131,20,79.5,352,-6.7,-50,14.3
2019-05-11 21:00:00,131,21,79.5,349,-6.0,-51,12.6
2019-05-11 22:00:00,131,22,79.5,343,-5.7,-44,12.1
2019-05-11 23:00:00,131,23,79.5,343,-4.9,-32,10.9
2019-05-12 00:00:00,132,0,77.6,347,-5.1,-29,9.6
2019-05-12 01:00:00,132,1,77.6,346,-4.0,-29,8.9
2019-05-12 02:00:00,132,2,77.6,351,-4.8,-30,8.9
2019-05-12 03:00:00,132,3,77.6,342,-0.2,-29,7.0
2019-05-12 04:00:00,132,4,77.6,347,-0.5,-27,6.2
2019-05-12 05:00:00,132,5,77.6,351,-0.5,-25,8.2
2019-05-12 06:00:00,132,6,77.6,354,0.3,-21,9.2
2019-05-12 07:00:00,132,7,77.6,342,-1.9,-20,10.7
2019-05-12 08:00:00,132,8,77.6,347,-1.1,-19,11.4
2019-05-12 09:00:00,132,9,77.6,352,0.2,-19,11.5
2019-05-12 10:00:00,132,10,77.6,340,1.0,-16,11.6
2019-05-12 11:00:00,132,11,77.6,333,1.4,-14,12.2
2019-05-12 12:00:00,132,12,77.6,340,2.0,-11,12.2
2019-05-12 13:00:00,132,13,77.6,344,2.2,-9,12.2
2019-05-12 14:00:00,132,14,77.6,348,1.2,-11,12.4
2019-05-12 15:00:00,132,15,77.6,350,0.9,-12,12.5
2019-05-12 16:00:00,132,16,77.6,336,-0.6,-8,12.9
2019-05-12 17:00:00,132,17,77.6,336,-3.4,-9,12.8
2019-05-12 18:00:00,132,18,77.6,346,-0.4,-11,12.7
2019-05-12 19:00:00,132,19,77.6,338,1.8,-11,12.4
2019-05-12 20:00:00,132,20,77.6,334,-1.5,-12,11.5
2019-05-12 21:00:00,132,21,77.6,325,0.3,-11,10.3
2019-05-12 22:00:00,132,22,77.6,330,-1.9,-12,9.2
2019-05-12 23:00:00,132,23,77.6,324,-3.0,-15,8.1
2019-05-13 00:00:00,133,0,76.2,321,-1.8,-16,7.2
2019-05-13 01:00:00,133,1,76.2,322,-1.6,-15,7.0
2019-05-13 02:00:00,133,2,76.2,319,-1.9,-12,7.0
2019-05-13 03:00:00,133,3,76.2,318,-1.2,-13,6.0
2019-05-13 04:00:00,133,4,76.2,317,0.0,-12,6.1
2019-05-13 05:00:00,133,5,76.2,316,-0.6,-9,8.8
2019-05-13 06:00:00,133,6,76.2,318,-1.0,-6,9.6
2019-05-13 07:00:00,133,7,76.2,324,1.0,-4,10.4
2019-05-13 08:00:00,133,8,76.2,338,-1.1,0,11.3
2019-05-13 09:00:00,133,9,76.2,334,-2.5,-1,12.0
2019-05-13 10:00:00,133,10,76.2,345,-3.9,-7,13.1
2019-05-13 11:00:00,133,11,76.2,345,-1.6,-10,13.2
2019-05-13 12:00:00,133,12,76.2,339,0.3,-4,13.7
2019-05-13 13:00:00,133,13,76.2,318,-1.8,-1,15.9
2019-05-13 14:00:00,133,14,76.2,336,-3.3,-2,18.1
2019-05-13 15:00:00,133,15,76.2,352,-5.0,-9,16.5
2019-05-13 16:00:00,133,16,76.2,351,-4.1,-17,14.3
2019-05-13 17:00:00,133,17,76.2,358,-0.4,-22,14.7
2019-05-13 18:00:00,133,18,76.2,365,1.1,-18,16.2
2019-05-13 19:00:00,133,19,76.2,375,1.8,-15,14.9
2019-05-13 20:00:00,133,20,76.2,374,3.6,-13,12.6
2019-05-13 21:00:00,133,21,76.2,382,-2.2,-14,11.3
2019-05-13 22:00:00,133,22,76.2,378,1.4,-16,9.7
2019-05-13 23:00:00,133,23,76.2,393,-0.4,-9,8.0
2019-05-14 00:00:00,134,0,76.0,444,-0.9,-3,7.2
2019-05-14 01:00:00,134,1,76.0,435,-1.8,-12,7.3
2019-05-14 02:00:00,134,2,76.0,465,1.8,-6,7.2
2019-05-14 03:00:00,134,3,76.0,490,-0.8,-5,6.0
2019-05-14 04:00:00,134,4,76.0,537,-11.8,-15,6.2
2019-05-14 05:00:00,134,5,76.0,532,-12.6,-42,8.1
2019-05-14 06:00:00,134,6,76.0,527,-11.7,-55,9.6
2019-05-14 07:00:00,134,7,76.0,515,-3.9,-65,12.3
2019-05-14 08:00:00,134,8,76.0,556,0.3,-58,14.9
2019-05-14 09:00:00,134,9,76.0,548,0.1,-54,16.7
2019-05-14 10:00:00,134,10,76.0,539,-1.2,-50,18.2
2019-05-14 11:00:00,134,11,76.0,548,-0.6,-50,16.3
2019-05-14 12:00:00,134,12,76.0,540,-1.6,-46,12.3
2019-05-14 13:00:00,134,13,76.0,528,-2.3,-36,12.4
2019-05-14 14:00:00,134,14,76.0,517,-3.2,-35,12.8
2019-05-14 15:00:00,134,15,76.0,510,-2.3,-37,13.0
2019-05-14 16:00:00,134,16,76.0,515,-1.0,-36,15.1
2019-05-14 17:00:00,134,17,76.0,527,-1.4,-34,15.8
2019-05-14 18:00:00,134,18,76.0,514,-1.7,-38,16.4
2019-05-14 19:00:00,134,19,76.0,494,-0.8,-42,16.1
2019-05-14 20:00:00,134,20,76.0,486,0.7,-43,10.9
2019-05-14 21:00:00,134,21,76.0,492,1.9,-42,8.3
2019-05-14 22:00:00,134,22,76.0,485,1.2,-38,7.9
2019-05-14 23:00:00,134,23,76.0,475,2.4,-36,7.4
2019-05-15 00:00:00,135,0,75.6,476,3.7,-33,6.8
2019-05-15 01:00:00,135,1,75.6,466,3.7,-26,6.7
2019-05-15 02:00:00,135,2,75.6,466,4.0,-23,7.2
2019-05-15 03:00:00,135,3,75.6,469,3.9,-21,6.7
2019-05-15 04:00:00,135,4,75.6,472,5.1,-20,7.1
2019-05-15 05:00:00,135,5,75.6,456,6.1,-16,9.9
2019-05-15 06:00:00,135,6,75.6,442,6.9,-8,11.3
2019-05-15 07:00:00,135,7,75.6,437,7.3,-2,12.0
2019-05-15 08:00:00,135,8,75.6,435,7.1,-2,13.4
2019-05-15 09:00:00,135,9,75.6,433,7.2,-3,14.8
2019-05-15 10:00:00,135,10,75.6,427,6.9,-5,15.7
2019-05-15 11:00:00,135,11,75.6,426,6.5,-7,15.7
2019-05-15 12:00:00,135,12,75.6,425,6.3,-4,15.6
2019-05-15 13:00:00,135,13,75.6,424,6.2,-1,15.9
2019-05-15 14:00:00,135,14,75.6,423,6.6,-4,15.4
2019-05-15 15:00:00,135,15,75.6,413,6.5,0,14.2
2019-05-15 16:00:00,135,16,75.6,419,6.2,-1,14.1
2019-05-15 17:00:00,135,17,75.6,428,4.1,4,14.3
2019-05-15 18:00:00,135,18,75.6,436,4.5,4,15.1
2019-05-15 19:00:00,135,19,75.6,452,7.4,0,15.3
2019-05-15 20:00:00,135,20,75.6,441,8.0,-6,13.7
2019-05-15 21:00:00,135,21,75.6,442,6.7,-6,11.5
2019-05-15 22:00:00,135,22,75.6,443,7.3,-6,10.1
2019-05-15 23:00:00,135,23,75.6,437,6.5,-5,9.0
2019-05-16 00:00:00,136,0,75.3,419,3.7,-4,8.0
2019-05-16 01:00:00,136,1,75.3,444,4.2,0,7.8
2019-05-16 02:00:00,136,2,75.3,438,2.9,-2,7.8
2019-05-16 03:00:00,136,3,75.3,447,-0.1,-6,6.8
2019-05-16 04:00:00,136,4,75.3,448,0.8,-8,7.3
2019-05-16 05:00:00,136,5,75.3,443,-0.6,-9,10.0
2019-05-16 06:00:00,136,6,75.3,442,0.0,-8,11.6
2019-05-16 07:00:00,136,7,75.3,422,-2.1,-8,13.2
2019-05-16 08:00:00,136,8,75.3,409,-1.9,-6,14.1
2019-05-16 09:00:00,136,9,75.3,438,-1.7,-4,15.5
2019-05-16 10:00:00,136,10,75.3,454,2.5,-5,18.1
2019-05-16 11:00:00,136,11,75.3,449,3.0,-6,18.2
2019-05-16 12:00:00,136,12,75.3,428,0.4,-6,17.0
2019-05-16 13:00:00,136,13,75.3,421,-2.1,-6,16.8
2019-05-16 14:00:00,136,14,75.3,434,1.5,-9,15.6
2019-05-16 15:00:00,136,15,75.3,452,2.4,-9,15.1
